timme,kurs
11.0,1247.5
12.0,1247.5
13.0,1245.75
14.0,1246.75
15.0,1248.0
16.0,1248.25
17.0,1246.5
10.0,1253.0
11.0,1252.0
12.0,1254.0
13.0,1257.25
14.0,1257.0
15.0,1256.25
16.0,1254.0
17.0,1254.0
10.0,1254.75
11.0,1255.25
12.0,1258.0
13.0,1256.5
14.0,1257.25
15.0,1254.75
16.0,1259.75
17.0,1258.25
10.0,1257.0
11.0,1255.5
12.0,1255.75
13.0,1256.5
14.0,1257.25
15.0,1257.75
16.0,1257.75
17.0,1260.25
10.0,1258.25
11.0,1259.0
12.0,1260.25
13.0,1258.5
14.0,1261.25
15.0,1259.75
16.0,1260.0
17.0,1254.0
10.0,1245.75
11.0,1240.5
12.0,1238.0
13.0,1237.75
14.0,1236.75
15.0,1235.25
16.0,1235.25
17.0,1237.75
10.0,1238.5
11.0,1242.75
12.0,1244.0
13.0,1244.25
14.0,1243.5
15.0,1239.5
16.0,1238.25
17.0,1240.0
10.0,1248.0
11.0,1247.0
12.0,1249.0
13.0,1249.25
14.0,1250.0
15.0,1237.75
16.0,1230.0
17.0,1228.0
10.0,1246.0
11.0,1249.25
12.0,1248.25
13.0,1247.5
14.0,1247.5
15.0,1245.5
16.0,1248.25
17.0,1247.75
10.0,1243.25
11.0,1243.0
12.0,1244.0
13.0,1244.75
14.0,1247.5
15.0,1246.5
16.0,1246.5
17.0,1243.25
10.0,1233.0
11.0,1233.0
12.0,1232.5
13.0,1232.75
14.0,1231.5
15.0,1229.0
16.0,1231.5
17.0,1230.0
10.0,1214.25
11.0,1209.75
12.0,1205.75
13.0,1205.5
14.0,1202.5
15.0,1197.25
16.0,1198.75
17.0,1197.0
10.0,1187.25
11.0,1179.5
12.0,1178.0
13.0,1175.75
14.0,1175.5
15.0,1173.5
16.0,1177.25
17.0,1181.0
10.0,1160.25
11.0,1155.0
12.0,1156.75
13.0,1154.5
14.0,1154.25
15.0,1156.0
16.0,1162.0
17.0,1156.0
10.0,1169.0
11.0,1174.75
12.0,1174.0
13.0,1173.75
14.0,1176.25
15.0,1177.0
16.0,1177.75
17.0,1180.5
10.0,1169.0
11.0,1166.0
12.0,1169.75
13.0,1169.25
14.0,1165.5
15.0,1162.5
16.0,1156.25
17.0,1156.5
10.0,1175.0
11.0,1176.0
12.0,1172.75
13.0,1176.25
14.0,1173.75
15.0,1178.5
16.0,1179.25
17.0,1182.0
10.0,1209.0
11.0,1216.75
12.0,1217.5
13.0,1217.75
14.0,1217.75
15.0,1221.0
16.0,1216.0
17.0,1218.75
10.0,1222.75
11.0,1218.75
12.0,1219.75
13.0,1225.5
14.0,1224.5
15.0,1220.0
16.0,1218.0
17.0,1225.25
10.0,1223.5
11.0,1226.25
12.0,1228.25
13.0,1231.0
14.0,1233.0
15.0,1235.0
16.0,1236.5
17.0,1237.0
10.0,1232.5
11.0,1234.25
12.0,1244.75
13.0,1245.75
14.0,1242.5
15.0,1242.75
16.0,1238.0
17.0,1239.0
10.0,1166.5
11.0,1164.25
12.0,1165.75
13.0,1158.25
14.0,1150.0
15.0,1151.75
16.0,1141.75
17.0,1134.25
10.0,1159.75
11.0,1156.5
12.0,1160.0
13.0,1160.25
14.0,1164.0
15.0,1168.5
16.0,1171.5
17.0,1166.5
10.0,1172.75
11.0,1180.0
12.0,1184.25
13.0,1186.0
14.0,1185.5
15.0,1186.5
16.0,1186.25
17.0,1188.25
10.0,1195.25
11.0,1194.75
12.0,1199.5
13.0,1199.5
14.0,1196.5
15.0,1198.0
16.0,1197.75
17.0,1203.5
10.0,1213.5
11.0,1213.75
12.0,1215.0
13.0,1218.0
14.0,1225.0
15.0,1221.25
16.0,1223.75
17.0,1224.75
10.0,1216.75
11.0,1214.75
12.0,1218.75
13.0,1217.25
14.0,1216.0
15.0,1214.75
16.0,1210.75
17.0,1210.25
10.0,1199.25
11.0,1197.25
12.0,1199.0
13.0,1201.0
14.0,1192.5
15.0,1192.5
16.0,1187.75
17.0,1186.5
10.0,1177.25
11.0,1171.5
12.0,1174.5
13.0,1165.0
14.0,1166.25
15.0,1166.75
16.0,1165.25
17.0,1164.75
10.0,1194.25
11.0,1194.75
12.0,1194.5
13.0,1189.5
14.0,1189.0
15.0,1190.0
16.0,1193.75
17.0,1191.0
10.0,1192.75
11.0,1194.0
12.0,1194.5
13.0,1195.5
14.0,1199.25
15.0,1210.0
16.0,1207.5
17.0,1208.5
10.0,1219.5
11.0,1220.75
12.0,1223.5
13.0,1224.0
14.0,1225.75
15.0,1228.25
16.0,1231.0
17.0,1234.75
10.0,1235.5
11.0,1242.25
12.0,1241.75
13.0,1241.25
14.0,1241.5
15.0,1242.25
16.0,1241.25
17.0,1240.75
10.0,1241.25
11.0,1243.25
12.0,1245.75
13.0,1246.5
14.0,1245.75
15.0,1247.0
16.0,1243.0
17.0,1244.75
10.0,1250.5
11.0,1250.25
12.0,1253.0
13.0,1251.0
14.0,1251.5
15.0,1255.25
16.0,1251.5
17.0,1251.25
10.0,1255.0
11.0,1255.0
12.0,1253.25
13.0,1257.25
14.0,1261.25
15.0,1261.25
16.0,1259.75
17.0,1263.25
10.0,1262.75
11.0,1253.75
12.0,1248.75
13.0,1249.0
14.0,1255.75
15.0,1249.5
16.0,1247.25
17.0,1256.75
10.0,1253.0
11.0,1251.75
12.0,1251.5
13.0,1252.0
14.0,1254.75
15.0,1255.0
16.0,1258.5
17.0,1258.5
10.0,1266.0
11.0,1266.5
12.0,1268.0
13.0,1268.0
14.0,1266.0
15.0,1267.25
16.0,1263.75
17.0,1268.5
10.0,1267.25
11.0,1265.25
12.0,1261.75
13.0,1264.25
14.0,1264.5
15.0,1261.0
16.0,1267.25
17.0,1271.25
10.0,1263.25
11.0,1264.25
12.0,1263.25
13.0,1266.25
14.0,1264.25
15.0,1265.75
16.0,1262.5
17.0,1265.25
10.0,1275.75
11.0,1282.25
12.0,1280.75
13.0,1280.25
14.0,1280.0
15.0,1278.25
16.0,1274.0
17.0,1272.25
10.0,1264.25
11.0,1264.75
12.0,1265.5
13.0,1267.25
14.0,1267.0
15.0,1268.25
16.0,1271.5
17.0,1267.25
10.0,1277.5
11.0,1280.75
12.0,1279.5
13.0,1279.75
14.0,1280.75
15.0,1280.75
16.0,1280.5
17.0,1274.5
10.0,1276.0
11.0,1271.25
12.0,1266.25
13.0,1268.75
14.0,1270.25
15.0,1272.5
16.0,1271.75
17.0,1270.5
10.0,1271.75
11.0,1274.25
12.0,1273.0
13.0,1274.0
14.0,1274.75
15.0,1273.0
16.0,1272.5
17.0,1272.5
10.0,1275.5
11.0,1269.25
12.0,1267.0
13.0,1264.75
14.0,1264.5
15.0,1261.75
16.0,1263.75
17.0,1265.25
10.0,1253.25
11.0,1251.0
12.0,1252.0
13.0,1251.25
14.0,1250.75
15.0,1251.25
16.0,1250.5
17.0,1244.25
10.0,1239.5
11.0,1239.0
12.0,1240.5
13.0,1238.5
14.0,1236.0
15.0,1235.75
16.0,1237.25
17.0,1240.0
10.0,1246.5
11.0,1245.5
12.0,1245.75
13.0,1246.5
14.0,1251.75
15.0,1246.0
16.0,1245.0
17.0,1249.5
10.0,1260.5
11.0,1256.25
12.0,1255.5
13.0,1256.25
14.0,1253.0
15.0,1259.75
16.0,1263.75
17.0,1264.75
10.0,1273.5
11.0,1273.5
12.0,1271.0
13.0,1271.75
14.0,1270.5
15.0,1270.5
16.0,1271.25
17.0,1270.5
10.0,1275.25
11.0,1281.0
12.0,1281.5
13.0,1283.25
14.0,1285.75
15.0,1286.0
16.0,1289.25
17.0,1293.0
10.0,1294.5
11.0,1295.5
12.0,1293.25
13.0,1293.75
14.0,1294.0
15.0,1293.5
16.0,1292.25
17.0,1292.75
10.0,1290.5
11.0,1290.75
12.0,1298.5
13.0,1300.75
14.0,1298.0
15.0,1300.75
16.0,1300.75
17.0,1301.0
10.0,1303.5
11.0,1303.0
12.0,1301.25
13.0,1302.0
14.0,1301.25
15.0,1300.0
16.0,1300.0
17.0,1300.0
10.0,1311.5
11.0,1308.25
12.0,1306.5
13.0,1308.0
14.0,1309.0
15.0,1308.5
16.0,1306.75
17.0,1307.5
10.0,1300.5
11.0,1299.5
12.0,1301.0
13.0,1295.75
14.0,1293.5
15.0,1292.75
16.0,1293.0
17.0,1294.75
10.0,1288.0
11.0,1285.75
12.0,1289.75
13.0,1285.75
14.0,1285.5
15.0,1284.5
16.0,1280.5
17.0,1281.5
10.0,1289.5
11.0,1290.0
12.0,1290.25
13.0,1289.75
14.0,1287.75
15.0,1290.0
16.0,1289.5
17.0,1290.5
10.0,1280.5
11.0,1279.5
12.0,1280.75
13.0,1282.5
14.0,1281.0
15.0,1283.5
16.0,1275.25
17.0,1279.5
10.0,1289.25
11.0,1289.75
12.0,1287.0
13.0,1280.75
14.0,1281.25
15.0,1280.25
16.0,1277.25
17.0,1279.0
10.0,1289.5
11.0,1293.25
12.0,1293.25
13.0,1292.0
14.0,1294.0
15.0,1296.25
16.0,1295.75
17.0,1294.75
10.0,1301.25
11.0,1303.0
12.0,1304.25
13.0,1305.5
14.0,1305.5
15.0,1305.5
16.0,1301.0
17.0,1299.0
10.0,1295.75
11.0,1289.25
12.0,1296.0
13.0,1292.0
14.0,1295.75
15.0,1293.75
16.0,1294.25
17.0,1294.25
10.0,1291.0
11.0,1292.25
12.0,1295.75
13.0,1293.0
14.0,1293.5
15.0,1294.5
16.0,1295.75
17.0,1299.0
10.0,1290.25
11.0,1294.5
12.0,1294.25
13.0,1295.0
14.0,1295.5
15.0,1297.0
16.0,1297.0
17.0,1296.5
10.0,1310.75
11.0,1309.5
12.0,1311.5
13.0,1307.5
14.0,1308.25
15.0,1308.5
16.0,1310.5
17.0,1308.0
10.0,1314.5
11.0,1315.0
12.0,1316.5
13.0,1315.75
14.0,1316.25
15.0,1313.75
16.0,1312.25
17.0,1308.0
10.0,1313.0
11.0,1315.5
12.0,1313.5
13.0,1316.5
14.0,1318.0
15.0,1315.75
16.0,1314.25
17.0,1307.25
10.0,1309.0
11.0,1310.0
12.0,1311.75
13.0,1315.25
14.0,1313.75
15.0,1314.75
16.0,1320.5
17.0,1321.75
10.0,1327.5
11.0,1330.75
12.0,1330.25
13.0,1329.5
14.0,1327.5
15.0,1328.0
16.0,1327.5
17.0,1328.75
10.0,1327.25
11.0,1329.75
12.0,1330.75
13.0,1331.0
14.0,1331.25
15.0,1330.5
16.0,1330.5
17.0,1324.0
10.0,1326.5
11.0,1329.0
12.0,1329.5
13.0,1330.5
14.0,1329.25
15.0,1329.75
16.0,1329.75
17.0,1329.25
10.0,1328.0
11.0,1330.5
12.0,1329.75
13.0,1329.75
14.0,1328.0
15.0,1324.0
16.0,1323.25
17.0,1327.25
10.0,1327.5
11.0,1325.75
12.0,1322.5
13.0,1320.25
14.0,1318.5
15.0,1317.25
16.0,1321.0
17.0,1316.75
10.0,1293.0
11.0,1291.75
12.0,1294.25
13.0,1296.25
14.0,1297.0
15.0,1299.25
16.0,1301.75
17.0,1303.75
10.0,1308.0
11.0,1307.5
12.0,1307.5
13.0,1312.0
14.0,1310.75
15.0,1309.25
16.0,1303.75
17.0,1304.0
10.0,1302.75
11.0,1305.25
12.0,1303.5
13.0,1301.75
14.0,1302.5
15.0,1301.25
16.0,1298.5
17.0,1299.5
10.0,1293.75
11.0,1295.5
12.0,1297.25
13.0,1298.5
14.0,1297.5
15.0,1296.5
16.0,1293.25
17.0,1302.75
10.0,1297.75
11.0,1296.25
12.0,1300.0
13.0,1295.25
14.0,1296.0
15.0,1299.75
16.0,1297.75
17.0,1296.25
10.0,1307.25
11.0,1308.75
12.0,1308.75
13.0,1308.5
14.0,1309.5
15.0,1307.75
16.0,1309.0
17.0,1307.75
10.0,1310.5
11.0,1310.0
12.0,1310.25
13.0,1311.75
14.0,1310.75
15.0,1312.75
16.0,1313.25
17.0,1310.25
10.0,1322.5
11.0,1322.0
12.0,1323.0
13.0,1323.75
14.0,1321.25
15.0,1314.5
16.0,1316.75
17.0,1311.5
10.0,1324.75
11.0,1325.75
12.0,1332.0
13.0,1331.75
14.0,1333.5
15.0,1336.0
16.0,1335.75
17.0,1335.75
10.0,1327.75
11.0,1323.75
12.0,1324.75
13.0,1325.0
14.0,1323.0
15.0,1324.0
16.0,1325.0
17.0,1325.75
10.0,1308.5
11.0,1308.5
12.0,1307.75
13.0,1308.0
14.0,1308.75
15.0,1307.0
16.0,1307.25
17.0,1310.0
10.0,1307.5
11.0,1304.5
12.0,1295.25
13.0,1299.5
14.0,1298.25
15.0,1297.75
16.0,1304.75
17.0,1303.5
10.0,1323.5
11.0,1320.75
12.0,1317.5
13.0,1318.0
14.0,1318.25
15.0,1315.0
16.0,1318.5
17.0,1314.75
10.0,1328.75
11.0,1328.0
12.0,1327.5
13.0,1326.0
14.0,1328.0
15.0,1326.5
16.0,1332.0
17.0,1326.5
10.0,1306.0
11.0,1312.75
12.0,1317.75
13.0,1318.0
14.0,1317.0
15.0,1317.75
16.0,1318.75
17.0,1321.0
10.0,1336.75
11.0,1336.5
12.0,1336.0
13.0,1335.75
14.0,1336.5
15.0,1333.25
16.0,1329.5
17.0,1333.25
10.0,1339.25
11.0,1340.0
12.0,1341.0
13.0,1341.5
14.0,1341.75
15.0,1341.5
16.0,1343.5
17.0,1346.0
10.0,1340.25
11.0,1340.25
12.0,1338.5
13.0,1338.0
14.0,1341.5
15.0,1340.75
16.0,1342.0
17.0,1344.75
10.0,1348.75
11.0,1350.0
12.0,1344.5
13.0,1345.75
14.0,1347.25
15.0,1349.75
16.0,1349.5
17.0,1348.75
10.0,1338.75
11.0,1341.25
12.0,1340.5
13.0,1337.5
14.0,1338.5
15.0,1341.0
16.0,1337.5
17.0,1340.75
10.0,1343.5
11.0,1342.0
12.0,1346.0
13.0,1348.25
14.0,1350.5
15.0,1351.25
16.0,1354.75
17.0,1356.5
10.0,1355.75
11.0,1352.5
12.0,1353.75
13.0,1356.0
14.0,1356.0
15.0,1356.25
16.0,1352.25
17.0,1346.5
10.0,1341.0
11.0,1341.25
12.0,1341.0
13.0,1343.5
14.0,1343.5
15.0,1342.0
16.0,1341.0
17.0,1335.5
10.0,1322.75
11.0,1327.75
12.0,1322.75
13.0,1322.25
14.0,1322.75
15.0,1316.75
16.0,1314.75
17.0,1317.25
10.0,1330.75
11.0,1334.75
12.0,1335.25
13.0,1338.0
14.0,1336.25
15.0,1336.75
16.0,1338.0
17.0,1336.75
10.0,1335.75
11.0,1332.25
12.0,1329.75
13.0,1330.5
14.0,1331.0
15.0,1329.5
16.0,1331.25
17.0,1332.75
10.0,1346.0
11.0,1347.0
12.0,1346.5
13.0,1346.5
14.0,1348.5
15.0,1348.5
16.0,1348.25
17.0,1349.75
10.0,1347.25
11.0,1346.75
12.0,1344.0
13.0,1342.75
14.0,1340.25
15.0,1342.75
16.0,1343.25
17.0,1347.75
10.0,1342.25
11.0,1343.5
12.0,1345.0
13.0,1352.0
14.0,1353.25
15.0,1352.0
16.0,1356.0
17.0,1355.0
10.0,1354.75
11.0,1352.0
12.0,1354.0
13.0,1353.5
14.0,1353.0
15.0,1352.0
16.0,1351.25
17.0,1357.0
10.0,1367.25
11.0,1364.0
12.0,1363.0
13.0,1358.5
14.0,1360.0
15.0,1357.0
16.0,1356.0
17.0,1351.0
10.0,1353.25
11.0,1353.75
12.0,1349.75
13.0,1351.0
14.0,1349.25
15.0,1350.75
16.0,1351.0
17.0,1346.75
10.0,1349.75
11.0,1342.5
12.0,1338.0
13.0,1338.0
14.0,1340.0
15.0,1339.5
16.0,1339.5
17.0,1345.5
10.0,1349.0
11.0,1343.25
12.0,1343.5
13.0,1344.5
14.0,1346.75
15.0,1349.0
16.0,1349.25
17.0,1345.75
10.0,1348.25
11.0,1348.0
12.0,1351.5
13.0,1353.0
14.0,1353.5
15.0,1355.5
16.0,1350.5
17.0,1355.5
10.0,1348.75
11.0,1352.0
12.0,1349.25
13.0,1348.75
14.0,1349.75
15.0,1347.75
16.0,1340.75
17.0,1343.25
10.0,1341.5
11.0,1341.5
12.0,1343.75
13.0,1341.0
14.0,1342.0
15.0,1338.25
16.0,1335.0
17.0,1330.75
10.0,1319.0
11.0,1319.75
12.0,1319.5
13.0,1324.0
14.0,1322.0
15.0,1322.0
16.0,1315.25
17.0,1313.25
10.0,1320.75
11.0,1320.5
12.0,1321.75
13.0,1324.5
14.0,1324.75
15.0,1322.5
16.0,1318.75
17.0,1318.75
10.0,1320.75
11.0,1320.75
12.0,1318.5
13.0,1321.0
14.0,1321.0
15.0,1322.75
16.0,1325.5
17.0,1328.5
10.0,1331.75
11.0,1331.5
12.0,1325.75
13.0,1324.5
14.0,1326.0
15.0,1325.0
16.0,1327.25
17.0,1331.25
10.0,1316.5
11.0,1327.5
12.0,1328.25
13.0,1323.0
14.0,1332.25
15.0,1329.5
16.0,1354.25
17.0,1346.5
10.0,1371.75
11.0,1370.75
12.0,1368.0
13.0,1370.5
14.0,1365.75
15.0,1364.0
16.0,1364.75
17.0,1352.0
10.0,1361.0
11.0,1358.75
12.0,1354.75
13.0,1356.0
14.0,1359.25
15.0,1355.75
16.0,1355.0
17.0,1346.75
10.0,1358.25
11.0,1354.75
12.0,1346.5
13.0,1342.0
14.0,1339.75
15.0,1338.25
16.0,1338.75
17.0,1338.0
10.0,1343.75
11.0,1346.25
12.0,1348.5
13.0,1348.25
14.0,1348.5
15.0,1351.0
16.0,1353.25
17.0,1357.75
10.0,1362.0
11.0,1361.0
12.0,1364.5
13.0,1359.0
14.0,1356.25
15.0,1350.75
16.0,1351.25
17.0,1351.5
10.0,1359.25
11.0,1359.25
12.0,1360.25
13.0,1357.25
14.0,1360.25
15.0,1360.25
16.0,1364.75
17.0,1364.25
10.0,1367.0
11.0,1368.5
12.0,1367.75
13.0,1367.75
14.0,1372.25
15.0,1373.0
16.0,1371.75
17.0,1371.75
10.0,1370.75
11.0,1368.0
12.0,1374.0
13.0,1376.0
14.0,1375.25
15.0,1375.0
16.0,1377.0
17.0,1374.5
10.0,1380.5
11.0,1375.75
12.0,1382.0
13.0,1383.25
14.0,1382.25
15.0,1381.75
16.0,1383.75
17.0,1382.5
10.0,1381.75
11.0,1379.5
12.0,1378.5
13.0,1377.75
14.0,1379.25
15.0,1377.0
16.0,1374.0
17.0,1381.0
10.0,1378.0
11.0,1379.25
12.0,1376.0
13.0,1375.0
14.0,1375.75
15.0,1377.0
16.0,1377.25
17.0,1379.75
10.0,1374.5
11.0,1379.0
12.0,1378.25
13.0,1379.75
14.0,1380.75
15.0,1381.75
16.0,1382.0
17.0,1386.0
10.0,1374.0
11.0,1378.75
12.0,1377.75
13.0,1377.25
14.0,1379.75
15.0,1375.5
16.0,1370.75
17.0,1366.25
10.0,1372.0
11.0,1373.0
12.0,1366.75
13.0,1365.5
14.0,1365.5
15.0,1364.5
16.0,1361.5
17.0,1364.5
10.0,1372.5
11.0,1373.0
12.0,1370.25
13.0,1373.75
14.0,1373.5
15.0,1377.75
16.0,1377.0
17.0,1375.25
10.0,1373.75
11.0,1370.5
12.0,1372.5
13.0,1374.25
14.0,1374.5
15.0,1376.0
16.0,1374.75
17.0,1373.75
10.0,1360.75
11.0,1361.25
12.0,1359.75
13.0,1360.0
14.0,1361.5
15.0,1361.5
16.0,1366.75
17.0,1366.5
10.0,1386.0
11.0,1382.5
12.0,1381.0
13.0,1379.75
14.0,1378.75
15.0,1377.5
16.0,1379.75
17.0,1379.75
10.0,1379.5
11.0,1379.75
12.0,1379.25
13.0,1380.25
14.0,1379.5
15.0,1381.25
16.0,1380.25
17.0,1383.75
10.0,1397.5
11.0,1396.0
12.0,1395.0
13.0,1393.25
14.0,1392.75
15.0,1390.0
16.0,1394.5
17.0,1398.75
10.0,1402.0
11.0,1402.0
12.0,1403.5
13.0,1405.0
14.0,1406.75
15.0,1409.25
16.0,1409.0
17.0,1413.25
10.0,1414.0
11.0,1414.75
12.0,1418.75
13.0,1424.5
14.0,1425.0
15.0,1426.25
16.0,1430.25
17.0,1434.25
10.0,1429.75
11.0,1428.75
12.0,1427.75
13.0,1431.0
14.0,1433.0
15.0,1431.5
16.0,1437.75
17.0,1437.0
10.0,1436.75
11.0,1437.25
12.0,1436.75
13.0,1435.75
14.0,1438.75
15.0,1438.75
16.0,1442.5
17.0,1444.25
10.0,1444.25
11.0,1444.25
12.0,1443.0
13.0,1441.75
14.0,1442.25
15.0,1442.25
16.0,1443.5
17.0,1438.25
10.0,1435.0
11.0,1430.5
12.0,1436.75
13.0,1437.75
14.0,1434.75
15.0,1435.5
16.0,1440.0
17.0,1444.0
10.0,1447.75
11.0,1443.0
12.0,1444.5
13.0,1446.5
14.0,1444.0
15.0,1445.25
16.0,1448.5
17.0,1450.25
10.0,1443.5
11.0,1443.25
12.0,1448.5
13.0,1446.5
14.0,1444.25
15.0,1444.25
16.0,1444.25
17.0,1441.75
10.0,1442.75
11.0,1436.75
12.0,1435.25
13.0,1435.0
14.0,1437.0
15.0,1435.0
16.0,1437.0
17.0,1435.75
10.0,1429.5
11.0,1425.0
12.0,1424.0
13.0,1421.5
14.0,1422.0
15.0,1424.0
16.0,1424.5
17.0,1424.75
10.0,1417.75
11.0,1416.0
12.0,1417.75
13.0,1418.0
14.0,1419.5
15.0,1419.5
16.0,1415.75
17.0,1414.25
10.0,1424.5
11.0,1425.0
12.0,1422.25
13.0,1423.25
14.0,1423.0
15.0,1422.75
16.0,1422.5
17.0,1421.75
10.0,1428.5
11.0,1429.25
12.0,1427.5
13.0,1428.75
14.0,1430.5
15.0,1430.0
16.0,1433.25
17.0,1431.5
10.0,1426.75
11.0,1426.25
12.0,1426.75
13.0,1427.75
14.0,1429.25
15.0,1429.5
16.0,1424.5
17.0,1425.5
10.0,1417.75
11.0,1418.75
12.0,1419.0
13.0,1418.25
14.0,1418.75
15.0,1419.0
16.0,1418.5
17.0,1416.0
10.0,1415.25
11.0,1414.25
12.0,1414.25
13.0,1413.5
14.0,1416.5
15.0,1417.5
16.0,1409.25
17.0,1414.5
10.0,1420.0
11.0,1423.25
12.0,1425.75
13.0,1426.0
14.0,1426.0
15.0,1427.25
16.0,1427.0
17.0,1424.5
10.0,1430.0
11.0,1425.75
12.0,1426.25
13.0,1429.25
14.0,1430.5
15.0,1431.0
16.0,1432.75
17.0,1433.75
10.0,1434.5
11.0,1432.5
12.0,1427.0
13.0,1426.25
14.0,1425.75
15.0,1427.25
16.0,1425.75
17.0,1426.25
10.0,1412.0
11.0,1410.5
12.0,1410.0
13.0,1404.0
14.0,1403.75
15.0,1402.5
16.0,1405.5
17.0,1406.25
10.0,1405.75
11.0,1409.5
12.0,1412.25
13.0,1410.75
14.0,1409.25
15.0,1408.0
16.0,1405.75
17.0,1406.75
10.0,1399.25
11.0,1404.75
12.0,1407.25
13.0,1406.0
14.0,1405.75
15.0,1406.5
16.0,1414.75
17.0,1411.5
10.0,1400.5
11.0,1407.0
12.0,1409.25
13.0,1410.75
14.0,1409.5
15.0,1406.5
16.0,1404.0
17.0,1400.5
10.0,1407.75
11.0,1406.75
12.0,1409.5
13.0,1411.25
14.0,1415.5
15.0,1415.0
16.0,1416.75
17.0,1418.0
10.0,1411.0
11.0,1412.25
12.0,1412.75
13.0,1410.25
14.0,1411.0
15.0,1410.5
16.0,1410.25
17.0,1411.0
10.0,1400.75
11.0,1402.25
12.0,1399.0
13.0,1400.25
14.0,1410.5
15.0,1410.75
16.0,1408.0
17.0,1406.75
10.0,1403.5
11.0,1405.0
12.0,1406.75
13.0,1403.25
14.0,1406.0
15.0,1407.75
16.0,1411.75
17.0,1410.5
10.0,1408.75
11.0,1407.0
12.0,1409.5
13.0,1411.75
14.0,1410.5
15.0,1414.5
16.0,1418.5
17.0,1411.5
10.0,1415.25
11.0,1415.0
12.0,1418.75
13.0,1414.5
14.0,1418.5
15.0,1422.5
16.0,1424.5
17.0,1422.25
10.0,1410.5
11.0,1414.75
12.0,1412.75
13.0,1411.0
14.0,1411.25
15.0,1410.0
16.0,1409.5
17.0,1402.0
10.0,1409.75
11.0,1416.25
12.0,1419.25
13.0,1418.25
14.0,1416.5
15.0,1418.5
16.0,1420.25
17.0,1416.25
10.0,1439.5
11.0,1440.0
12.0,1440.75
13.0,1440.25
14.0,1441.0
15.0,1441.0
16.0,1441.5
17.0,1442.75
10.0,1454.0
11.0,1458.5
12.0,1460.25
13.0,1459.25
14.0,1456.25
15.0,1455.25
16.0,1454.5
17.0,1449.75
10.0,1445.0
11.0,1441.25
12.0,1444.0
13.0,1436.75
14.0,1436.5
15.0,1437.5
16.0,1438.5
17.0,1436.25
10.0,1427.5
11.0,1428.75
12.0,1429.5
13.0,1428.75
14.0,1429.5
15.0,1431.0
16.0,1428.0
17.0,1426.25
10.0,1441.25
11.0,1442.0
12.0,1442.75
13.0,1441.5
14.0,1443.0
15.0,1445.5
16.0,1441.25
17.0,1435.5
10.0,1443.25
11.0,1446.5
12.0,1447.5
13.0,1448.75
14.0,1449.75
15.0,1450.5
16.0,1449.75
17.0,1444.25
10.0,1445.0
11.0,1447.0
12.0,1449.25
13.0,1449.5
14.0,1449.5
15.0,1448.75
16.0,1451.25
17.0,1450.75
10.0,1454.25
11.0,1454.5
12.0,1454.75
13.0,1454.25
14.0,1455.0
15.0,1456.5
16.0,1454.5
17.0,1454.5
10.0,1449.0
11.0,1454.5
12.0,1453.5
13.0,1451.5
14.0,1449.25
15.0,1447.0
16.0,1450.0
17.0,1446.0
10.0,1451.5
11.0,1453.5
12.0,1456.5
13.0,1457.75
14.0,1456.75
15.0,1455.75
16.0,1456.0
17.0,1452.5
10.0,1441.75
11.0,1449.0
12.0,1447.25
13.0,1446.0
14.0,1446.0
15.0,1443.5
16.0,1440.5
17.0,1446.0
10.0,1449.5
11.0,1444.75
12.0,1446.75
13.0,1450.5
14.0,1449.5
15.0,1447.25
16.0,1451.0
17.0,1453.25
10.0,1462.25
11.0,1460.0
12.0,1457.0
13.0,1456.0
14.0,1457.0
15.0,1458.0
16.0,1459.75
17.0,1460.5
10.0,1463.5
11.0,1465.5
12.0,1464.75
13.0,1467.0
14.0,1469.0
15.0,1468.5
16.0,1469.5
17.0,1470.25
10.0,1468.0
11.0,1468.5
12.0,1470.25
13.0,1469.5
14.0,1467.75
15.0,1467.5
16.0,1471.25
17.0,1470.25
10.0,1476.0
11.0,1472.75
12.0,1467.75
13.0,1469.75
14.0,1470.5
15.0,1468.5
16.0,1473.25
17.0,1474.5
10.0,1472.75
11.0,1474.0
12.0,1473.25
13.0,1474.75
14.0,1474.5
15.0,1477.5
16.0,1477.5
17.0,1477.5
10.0,1473.0
11.0,1471.25
12.0,1470.25
13.0,1472.75
14.0,1470.25
15.0,1469.25
16.0,1468.0
17.0,1472.25
10.0,1477.25
11.0,1480.75
12.0,1479.25
13.0,1479.0
14.0,1479.25
15.0,1479.5
16.0,1478.5
17.0,1479.0
10.0,1475.5
11.0,1483.0
12.0,1484.25
13.0,1485.25
14.0,1484.25
15.0,1485.0
16.0,1489.25
17.0,1493.25
10.0,1489.25
11.0,1486.75
12.0,1483.0
13.0,1483.5
14.0,1483.75
15.0,1482.25
16.0,1480.0
17.0,1481.75
10.0,1484.25
11.0,1490.5
12.0,1489.25
13.0,1489.75
14.0,1489.5
15.0,1489.75
16.0,1493.25
17.0,1491.75
10.0,1485.25
11.0,1482.0
12.0,1478.0
13.0,1468.25
14.0,1468.75
15.0,1464.75
16.0,1472.0
17.0,1468.5
10.0,1469.0
11.0,1468.0
12.0,1466.25
13.0,1468.0
14.0,1466.25
15.0,1463.0
16.0,1465.25
17.0,1467.5
10.0,1467.0
11.0,1465.25
12.0,1464.75
13.0,1467.5
14.0,1465.0
15.0,1467.5
16.0,1468.5
17.0,1473.0
10.0,1488.75
11.0,1487.75
12.0,1488.5
