1197.5,1210.75,1204.75,1.23,1.11,-0.5,SELL
1215.25,1215.25,1208.75,0.86,0,-0.53,SELL
1215.75,1206.25,1203.75,0.58,-0.78,-0.21,SELL
1197,1210.5,1190.5,-0.56,1.13,-1.67,SELL
1184.25,1194.75,1199.75,-0.53,0.89,0.42,BUY
1193.25,1202.5,1214.25,-0.54,0.78,0.98,BUY
1218.25,1220.75,1208.75,0.33,0.21,-0.99,SELL
1204,1211.25,1220.75,-0.39,0.6,0.79,BUY
1213,1206.5,1200.25,-0.64,-0.54,-0.52,SELL
1211.75,1217.25,1222.25,0.95,0.45,0.41,BUY
1225,1216,1218.75,0.22,-0.73,0.22,BUY
1209,1220,1238.5,-0.81,0.91,1.53,BUY
1247,1247.5,1248.75,0.68,0.04,0.1,BUY
1248.25,1254,1257.5,-0.04,0.46,0.28,BUY
1256.25,1258,1257.5,-0.1,0.14,-0.04,SELL
1259.25,1255.75,1261.5,0.14,-0.28,0.46,BUY
1262.5,1260.25,1249.25,0.08,-0.18,-0.87,SELL
1248,1238,1238,-0.1,-0.8,0,SELL
1243,1244,1239,0.4,0.08,-0.4,SELL
1242.5,1249,1226.25,0.28,0.52,-1.83,SELL
1243.75,1248.25,1249,1.41,0.36,0.06,BUY
1241.75,1244,1244,-0.58,0.18,0,SELL
1243.75,1232.5,1224.5,-0.02,-0.9,-0.64,SELL
1223.25,1205.75,1196.75,-0.1,-1.43,-0.74,SELL
1182,1178,1177.5,-1.25,-0.34,-0.04,SELL
1166.25,1156.75,1159,-0.96,-0.81,0.19,BUY
1167.25,1174,1189.75,0.71,0.58,1.35,BUY
1166.75,1169.75,1157.75,-1.97,0.26,-1.03,SELL
1168.75,1172.75,1183.25,0.94,0.34,0.9,BUY
1210.5,1217.5,1224.25,2.25,0.58,0.56,BUY
1220,1219.75,1226.25,-0.35,-0.02,0.53,BUY
1233.5,1228.25,1237.25,0.59,-0.43,0.73,BUY
1235.25,1244.75,1243.75,-0.16,0.77,-0.08,SELL
1158.5,1165.75,1124.75,-7.36,0.63,-3.54,SELL
1153.25,1160,1162.75,2.47,0.59,0.24,BUY
1174.75,1184.25,1194,1.02,0.81,0.83,BUY
1195.5,1199.5,1204.25,0.13,0.33,0.4,BUY
1217.25,1215,1225,1.07,-0.18,0.82,BUY
1228,1218.75,1207.75,0.24,-0.75,-0.9,SELL
1204.75,1199,1186.25,-0.25,-0.48,-1.06,SELL
1178,1174.5,1169,-0.7,-0.3,-0.47,SELL
1177.5,1194.5,1189.25,0.72,1.44,-0.45,SELL
1185.25,1194.5,1209.25,-0.34,0.78,1.24,BUY
1219.75,1223.5,1235.25,0.86,0.31,0.96,BUY
1233.25,1241.75,1239.75,-0.16,0.69,-0.16,SELL
1239.25,1245.75,1242.25,-0.04,0.52,-0.28,SELL
1247.5,1253,1251.75,0.42,0.44,-0.1,SELL
1247,1253.25,1259.5,-0.38,0.5,0.5,BUY
1257.25,1248.75,1253.5,-0.18,-0.68,0.38,BUY
1253.5,1251.5,1256.5,0,-0.16,0.4,BUY
1263.5,1268,1272.5,0.55,0.36,0.36,BUY
1274.5,1261.75,1268,0.16,-1,0.49,BUY
1263.5,1263.25,1264,-0.36,-0.02,0.06,BUY
1271.25,1280.75,1270,0.57,0.75,-0.85,SELL
1273,1265.5,1270,0.24,-0.59,0.35,BUY
1278,1279.5,1273,0.63,0.12,-0.51,SELL
1273.25,1266.25,1271,0.02,-0.55,0.37,BUY
1274.75,1273,1273.5,0.29,-0.14,0.04,BUY
1282.75,1267,1268.25,0.72,-1.23,0.1,BUY
1267,1252,1245.25,-0.1,-1.18,-0.53,SELL
1249.5,1240.5,1239.75,0.34,-0.72,-0.06,SELL
1246.25,1245.75,1252.75,0.52,-0.04,0.56,BUY
1254.5,1255.5,1266.75,0.14,0.08,0.9,BUY
1270,1271,1272,0.26,0.08,0.08,BUY
1270.5,1281.5,1299.25,-0.12,0.87,1.4,BUY
1291.25,1293.25,1292.5,-0.62,0.15,-0.06,SELL
1296.75,1298.5,1303.25,0.33,0.13,0.37,BUY
1304.5,1301.25,1301.25,0.1,-0.25,0,SELL
1303.5,1306.5,1307,0.17,0.23,0.04,BUY
1302,1301,1294.5,-0.38,-0.08,-0.5,SELL
1299.25,1289.75,1282,0.37,-0.73,-0.6,SELL
1291.75,1290.25,1291.5,0.75,-0.12,0.1,BUY
1293.5,1280.75,1280.5,0.15,-0.99,-0.02,SELL
1278.75,1287,1280.25,-0.14,0.65,-0.53,SELL
1286.75,1293.25,1293.5,0.51,0.51,0.02,BUY
1293,1304.25,1300.75,-0.04,0.87,-0.27,SELL
1296.25,1296,1293.5,-0.35,-0.02,-0.19,SELL
1288,1295.75,1300.25,-0.43,0.6,0.35,BUY
